payment_id,amount,failure_reason,baseline_recovered,baseline_action,baseline_timing,baseline_attempts,recoup_recovered,recoup_action,recoup_timing,recoup_probability,recoup_expected_recovery,recoup_attempts
PAY_012074,1103.38,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.8262806640288102,911.2015590761087,1
PAY_016438,3993.53,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,1,0.4526812373754056,1806.7961018958038,1
PAY_011603,1501.45,MANDATE_FAILURE,True,SMART_RETRY,1,1,True,PAYMENT_LINK,48,0.544934114154354,817.1913256970548,1
PAY_013779,2899.72,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7505825376628469,2176.2791961117105,1
PAY_011987,1130.65,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6814114084342946,769.4378089462352,1
PAY_008714,4694.34,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,0.7192221299777521,3376.0732136397614,1
PAY_016054,3487.93,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,24,0.7913096986393593,2759.5328371751802,1
PAY_015169,3544.8,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,24,0.7146711649396457,2533.1663454780564,1
PAY_017799,3251.2,MANDATE_FAILURE,True,SMART_RETRY,1,1,True,PAYMENT_LINK,1,0.6255906008906679,2032.9201616157393,1
PAY_012679,4675.31,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,24,0.7433158840392968,3475.0321858077655,1
PAY_003866,5531.47,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.610182835514322,3374.2080491624065,1
PAY_012440,1293.29,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.7931354529919653,1025.2541499999788,1
PAY_003547,4731.13,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,0.40430146709711423,1911.8028000271702,1
PAY_006884,1302.15,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.7737109678600019,1006.9877367989016,1
PAY_015156,2954.38,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6307974785967922,1862.615454816791,1
PAY_018685,1113.75,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6691581950815332,744.2749397720576,1
PAY_012678,4375.34,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,24,0.7415458803238414,3244.3153520161163,1
PAY_014188,3373.94,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,0.7765348855232276,2619.7821116622385,1
PAY_004973,2547.39,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,48,0.6185677868555165,1574.7333945578741,1
PAY_006103,1001.48,BANK_ERROR,True,SMART_RETRY,1,1,False,SMART_RETRY,24,0.7740074285179429,774.6529595121494,1
PAY_011551,1265.07,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.771179485951763,975.3960322929968,1
PAY_003119,4147.88,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,24,0.3151419328972993,1306.1709206260498,1
PAY_000229,3574.78,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,24,0.7875872790553283,2814.951253421407,1
PAY_004225,1011.96,UNKNOWN,False,STOP,0,2,True,SMART_RETRY,48,0.3562134470989951,359.9737599262991,1
PAY_006773,500.38,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,24,0.5960170845265943,297.23502875541726,1
PAY_010883,634.41,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,24,0.6838070365363436,432.8140220490217,1
PAY_013503,2658.82,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,0.7784076673307146,2069.445874052251,1
PAY_010511,1510.29,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,1,0.32930507679389875,496.34616443105733,1
PAY_005513,2564.83,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8134885207583951,2085.9597626967543,1
PAY_015571,2255.53,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.5690195355007766,1282.4406329080666,1
PAY_011309,3667.7,UNKNOWN,False,STOP,0,2,True,NUDGE,1,0.3843106083233838,1409.3360181476746,1
PAY_012406,994.51,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6207867063076233,616.3785872899945,1
PAY_002054,1371.73,UNKNOWN,True,SMART_RETRY,1,1,True,PAYMENT_LINK,1,0.4064617342009768,556.5557546555059,1
PAY_018683,1031.2,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,0.4160368955438765,428.0172466848455,1
PAY_019320,467.99,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.781449773569639,365.21067953285535,1
PAY_001406,2944.97,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.7954641430835503,2342.118037456763,1
PAY_000717,5094.47,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6701736588919717,3413.179600015383,1
PAY_004220,3843.43,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7259829014317616,2790.0644628498753,1
PAY_005609,2588.89,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,0.7574956835211171,1960.8730001109845,1
PAY_018514,4480.11,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.7957254651196712,3564.43761353729,1
PAY_008540,1334.21,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6774643567630357,902.87971943681,1
PAY_006553,1285.45,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6241136652077374,801.266910941286,1
PAY_018015,3931.54,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.8346742969747192,3281.0553855279873,1
PAY_009249,2512.6,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,24,0.7458070842774781,1873.7148799555914,1
PAY_014087,738.96,BANK_ERROR,True,SMART_RETRY,1,1,False,SMART_RETRY,24,0.7707178783572691,569.0296833908876,1
PAY_007842,2165.38,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8134645496861842,1760.9598665994697,1
PAY_002410,2559.64,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,48,0.7275515234316497,1862.0699814365878,1
PAY_004758,5465.71,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.7277092126766224,3976.947520818742,1
PAY_012920,4177.83,UNKNOWN,False,STOP,0,2,False,SMART_RETRY,48,0.31772740751776785,1326.9110949499561,1
PAY_013949,3704.65,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8212931616831014,3042.1037114293017,1
PAY_017977,5128.63,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,0.7419290915478814,3804.0797967852113,1
PAY_011984,951.67,UNKNOWN,False,STOP,0,2,True,NUDGE,1,0.3926641296202294,373.4866722356837,1
PAY_017159,3182.58,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7198655810524031,2290.829800945757,1
PAY_012681,1356.12,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7697406828139131,1043.6607347776037,1
PAY_008878,2321.22,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,0.7325461618554014,1700.2008018219947,1
PAY_018652,5309.75,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,1,0.4644382707157456,2465.0511079329303,1
PAY_015677,4083.69,UNKNOWN,False,STOP,0,2,True,SMART_RETRY,24,0.42091011547580515,1718.3664294673908,1
PAY_017064,789.25,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,24,0.7218513510905672,569.5211788482301,1
PAY_016994,2630.5,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,0.751626050732844,1976.9523264527463,1
PAY_007901,2072.28,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7323315534235099,1517.3960315284712,1
PAY_008361,2278.25,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,12,0.36826675041819823,838.0037241402601,1
PAY_000040,873.77,UNKNOWN,True,SMART_RETRY,25,2,False,PAYMENT_LINK,24,0.49282001550008414,429.6113449435085,1
PAY_014910,3588.88,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8060862819929387,2892.446935718818,1
PAY_011069,1484.21,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,24,0.3374948652544074,499.91325395924406,1
PAY_008306,1245.86,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,24,0.6794092797775724,845.4488453036862,1
PAY_015374,1221.88,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,24,0.6840161841790576,834.785695124707,1
PAY_004908,2361.41,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,0.33534137897272437,790.878485719981,1
PAY_017966,5200.92,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,0.7441903003649505,3870.2742169740786,1
PAY_011459,5180.32,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8202543682257312,4248.68010880712,1
PAY_005424,3540.96,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,1,0.4263681845389651,1508.7526867250938,1
PAY_003693,2141.09,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7396251148216948,1583.4039370935825,1
PAY_015078,710.89,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.8139573175229957,578.1341174539224,1
PAY_008183,5014.38,UNKNOWN,True,SMART_RETRY,1,1,False,NUDGE,1,0.34821948049439433,1745.904798601481,1
PAY_010959,1466.15,BANK_ERROR,True,SMART_RETRY,1,1,False,SMART_RETRY,24,0.8396388360256669,1230.5364794390316,1
PAY_008998,3788.03,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,0.7514631570780039,2846.3649829061915,1
PAY_011159,2729.01,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,0.38263996535756795,1043.2282918604567,1
PAY_008494,2405.23,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,48,0.8857910473439677,2130.0312008031315,1
PAY_013839,2540.27,UNKNOWN,True,SMART_RETRY,1,1,False,PAYMENT_LINK,12,0.3903254369826427,990.5319978038978,1
PAY_008302,1438.33,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.736756827617545,1059.4994478671433,1
PAY_003612,4461.01,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,12,0.37272728335385613,1661.7401383143858,1
PAY_008624,1638.22,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,0.841853369011759,1378.941026182444,1
PAY_009098,4476.6,UNKNOWN,False,STOP,0,2,False,SMART_RETRY,1,0.39394735571235434,1763.0447325819257,1
PAY_001989,5195.66,UNKNOWN,False,STOP,0,2,True,NUDGE,1,0.36592305125639896,1901.0117604908216,1
PAY_011731,4920.31,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,12,0.4769413890684278,2345.6994860472764,1
PAY_010035,4853.89,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,6,0.4525359033869823,2195.55949609104,1
PAY_005566,557.26,INSUFFICIENT_FUNDS,False,STOP,0,2,True,PAYMENT_LINK,1,0.673603112125376,374.37207026298705,1
PAY_014652,2201.91,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6912295397152289,1521.0252357943596,1
PAY_014225,1067.23,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,0.3406747798381043,362.57834528662005,1
PAY_000088,4092.14,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.5880329689319775,2405.3132334853026,1
PAY_011848,1742.07,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6433127895450546,1119.695911282753,1
PAY_001362,1923.94,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,24,0.6314888243555121,1213.946608730544,1
PAY_007036,4491.17,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7473824810176449,3356.4217772720167,1
PAY_005390,4365.0,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.7077146000540213,3088.174229235803,1
PAY_015588,2007.95,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8448717597478982,1695.9602499857922,1
PAY_010560,2308.77,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6789654890133353,1566.5751520693182,1
PAY_003405,4460.63,BANK_ERROR,True,SMART_RETRY,1,1,False,SMART_RETRY,24,0.7938264672127161,3540.466154443058,1
PAY_013958,3739.25,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,12,0.6003356069012631,2243.804918105548,1
PAY_016360,2586.38,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.8069668130560909,2086.9228259520128,1
PAY_011861,270.24,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.8226867093315753,221.8228563297649,1
PAY_017831,3976.45,BANK_ERROR,True,SMART_RETRY,1,1,False,SMART_RETRY,24,0.7785750704914588,3095.4648390557613,1
PAY_009514,3013.34,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6492249988733217,1955.3356581049354,1
PAY_011809,791.45,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6262151462410701,494.61797749249496,1
PAY_016085,3814.5,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8084088548340358,3083.1755767644295,1
PAY_003168,351.58,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,24,0.8013776523930113,281.2483550283349,1
PAY_001143,1426.5,BANK_ERROR,True,SMART_RETRY,25,2,True,SMART_RETRY,24,0.8417691610936971,1200.2837083001589,1
PAY_017597,3459.93,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,0.7885859680186169,2728.2522483266534,1
PAY_015687,1536.06,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.7136864028429271,1095.2651359509066,1
PAY_018870,1181.78,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,0.749466602268283,885.5046412286114,1
PAY_007178,3664.05,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7957658327048185,2915.5257993220903,1
PAY_017325,4137.93,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7208958069773227,2982.8163865656734,1
PAY_000832,630.68,UNKNOWN,False,STOP,0,2,False,SMART_RETRY,6,0.3721235423595058,234.1908756952931,1
PAY_009126,1896.49,INSUFFICIENT_FUNDS,False,STOP,0,2,False,SMART_RETRY,1,0.7367629981362512,1396.7636583354192,1
PAY_018095,3509.53,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.6968479332171961,2445.4087270637465,1
PAY_010891,673.29,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.8290220677128386,557.6722679703771,1
PAY_013896,659.34,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,24,0.6901224307003878,454.02532345799375,1
PAY_009678,850.11,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,24,0.7371861142264448,626.4892875650429,1
PAY_007692,2689.68,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.701417247395217,1886.0879419739672,1
PAY_019502,4336.97,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7303164309309564,3167.1604514546307,1
PAY_007657,1004.79,BANK_ERROR,True,SMART_RETRY,1,1,False,SMART_RETRY,24,0.772580437803797,775.7810981008772,1
PAY_009043,1037.94,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,1,0.8193307051602016,849.9161121139797,1
PAY_010870,4170.34,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6086506636943202,2537.2802088309713,1
PAY_005490,1569.17,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,24,0.8239437535791143,1292.407819803739,1
PAY_000679,4300.93,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8348060448254354,3589.94236237106,1
PAY_006202,4712.39,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,0.7601265432520363,3581.812721155464,1
PAY_006355,3157.48,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6357653831631065,2006.4164820298454,1
PAY_008402,3182.41,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.8114676128119831,2581.922645688983,1
PAY_009614,1750.37,MANDATE_FAILURE,True,SMART_RETRY,1,1,True,PAYMENT_LINK,1,0.6776384695156332,1185.1180478860788,1
PAY_012581,2191.74,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6862546933391637,1503.0918615791784,1
PAY_005647,2887.77,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.7771944706482159,2243.3588765037985,1
PAY_006191,3318.99,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6698827465680296,2222.3341370318244,1
PAY_012842,2924.47,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,24,0.6691127167803811,1956.600066842721,1
PAY_001154,1244.59,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.829534481906818,1031.9303208364065,1
PAY_010471,3808.97,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7708051435386474,2935.7736675844017,1
PAY_003151,3886.67,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,48,0.6583224846145584,2557.682251276866,1
PAY_004540,1215.02,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6469624778992643,785.0723498971641,1
PAY_018927,2843.13,INSUFFICIENT_FUNDS,False,STOP,0,2,True,SMART_RETRY,1,0.8040264915558462,2285.451838937173,1
PAY_006838,2932.4,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7726956501460778,2265.6527244883587,1
PAY_011262,3505.03,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.5654688483535042,1980.9852775444829,1
PAY_009158,3131.37,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,1,0.8012534393446836,2508.520982360762,1
PAY_005063,2665.17,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6878129664955158,1832.1384839148539,1
PAY_000743,2473.36,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7950251029902812,1966.183288732042,1
PAY_011268,3151.69,INSUFFICIENT_FUNDS,False,STOP,0,2,True,SMART_RETRY,1,0.7746262908565431,2440.881934629658,1
PAY_005034,747.61,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6922901195419773,516.5630162707777,1
PAY_004606,3579.09,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,1,0.8130512492474279,2909.4835956689767,1
PAY_006587,4042.99,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7371618968606539,2980.138177388655,1
PAY_004439,890.62,BANK_ERROR,True,SMART_RETRY,1,1,False,SMART_RETRY,24,0.8015520083502575,713.3782496769063,1
PAY_016727,3828.33,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,24,0.31844466053664444,1218.111247272252,1
PAY_018002,4221.55,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,0.7680330658458567,3242.0899891215768,1
PAY_015191,4091.9,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6736586241100081,2755.5437239957423,1
PAY_009768,3296.71,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.7596394833283527,2503.3110810834137,1
PAY_002950,3405.75,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,24,0.5781017448820254,1967.8700176319578,1
PAY_006896,1203.14,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,24,0.7647443011933351,919.5944585377493,1
PAY_005847,699.01,MANDATE_FAILURE,True,SMART_RETRY,1,1,True,PAYMENT_LINK,1,0.6371118966402715,444.3475868705161,1
PAY_009894,3958.83,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,48,0.8146476140157672,3224.55141379404,1
PAY_001208,3671.02,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,0.7536150419873345,2766.335891436345,1
PAY_010043,3331.66,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6235125028984433,2076.3316654066275,1
PAY_008450,2127.4,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.81904350444119,1741.9331513481877,1
PAY_001258,2069.71,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.812555713903723,1681.5546866236746,1
PAY_003695,2050.97,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.725908878960287,1488.6173334811797,1
PAY_011700,632.6,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,24,0.7068536254157926,446.9556034380304,1
PAY_004229,984.17,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6719670073461117,660.3297696198227,1
PAY_015039,1096.98,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,0.4183330744993946,457.9030160643459,1
PAY_015718,2913.77,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,48,0.4100354178545543,1193.7488994820646,1
PAY_010168,1651.11,UNKNOWN,False,STOP,0,2,False,SMART_RETRY,12,0.33890453340551313,559.0686641511768,1
PAY_001097,3644.46,UNKNOWN,False,STOP,0,2,True,NUDGE,24,0.377978112436159,1377.326111649084,1
PAY_014852,1431.34,MANDATE_FAILURE,True,SMART_RETRY,1,1,True,PAYMENT_LINK,1,0.6219879684705674,889.2762587906618,1
PAY_004275,3740.85,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,48,0.3973321250370948,1485.359879945016,1
PAY_018359,573.93,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,24,0.6279282477416064,359.3868592263401,1
PAY_018748,1765.71,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,48,0.7572762653513903,1336.9302744936033,1
PAY_000348,1526.74,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,48,0.5746208891788676,876.2966963449443,1
PAY_015205,3919.99,INSUFFICIENT_FUNDS,False,STOP,0,2,True,SMART_RETRY,1,0.7519874003717222,2947.283089583147,1
PAY_011638,4122.78,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7386675097517488,3045.1636358543146,1
PAY_015004,935.16,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,48,0.6162651812135042,575.3065468636205,1
PAY_011975,1700.78,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,24,0.8436580986006362,1434.37682093799,1
PAY_018792,3769.68,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,6,0.4544438459327404,1712.1078771357327,1
PAY_007194,1527.0,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,24,0.3571335534993566,544.3429361935175,1
PAY_017188,1543.69,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.7014894900126062,1081.88231083756,1
PAY_003770,836.4,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.8476640891528773,708.4862441674666,1
PAY_009186,2001.65,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,0.6484846309309179,1297.8392615028718,1
PAY_000147,2779.99,INSUFFICIENT_FUNDS,False,STOP,0,2,True,PAYMENT_LINK,1,0.6835824144748147,1899.35227641584,1
PAY_001358,1544.52,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,48,0.693397849939317,1070.7668471882737,1
PAY_007624,1083.0,BANK_ERROR,True,SMART_RETRY,1,1,False,SMART_RETRY,48,0.8204728516829367,888.0720983726204,1
PAY_018182,340.26,UNKNOWN,True,SMART_RETRY,1,1,False,SMART_RETRY,12,0.35610726840276863,120.66905914672606,1
PAY_017099,1980.72,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,24,0.4849025706374739,959.4562197130573,1
PAY_002652,3659.87,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.818983753579528,2996.874070213107,1
PAY_001548,3462.07,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,24,0.8097718958464113,2802.9869874529854,1
PAY_006935,3110.13,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,1,0.750100613956876,2332.4104224856987,1
