payment_id,customer_id,amount,timestamp,payment_method,status,failure_reason,attempt_number
PAY_000064,CUST_00004,3059.42,2025-02-21 20:05:00,CARD,SUCCESS,,1
PAY_000065,CUST_00004,3762.8,2025-03-07 20:08:00,CARD,SUCCESS,,1
PAY_000066,CUST_00004,3128.16,2025-03-21 19:38:00,CARD,SUCCESS,,1
PAY_000067,CUST_00004,4039.06,2025-04-04 20:23:00,CARD,SUCCESS,,1
PAY_000068,CUST_00004,4026.87,2025-04-18 20:11:00,NETBANKING,FAILED,BANK_ERROR,1
PAY_000069,CUST_00004,4059.03,2025-05-02 21:59:00,NETBANKING,SUCCESS,,1
PAY_000070,CUST_00004,3510.19,2025-05-16 20:42:00,CARD,SUCCESS,,1
PAY_000071,CUST_00004,3800.87,2025-05-30 20:03:00,UPI,SUCCESS,,1
PAY_000072,CUST_00004,3562.04,2025-06-13 20:25:00,CARD,FAILED,BANK_ERROR,1
PAY_000073,CUST_00004,3892.0,2025-06-27 20:43:00,CARD,SUCCESS,,1
PAY_000074,CUST_00004,3292.41,2025-07-11 20:00:00,NETBANKING,SUCCESS,,1
PAY_000075,CUST_00004,4252.0,2025-07-25 21:43:00,CARD,SUCCESS,,1
PAY_000076,CUST_00004,3498.1,2025-08-08 20:54:00,NETBANKING,SUCCESS,,1
PAY_000077,CUST_00004,3018.35,2025-08-22 20:51:00,CARD,SUCCESS,,1
PAY_000078,CUST_00004,3843.49,2025-09-05 20:46:00,WALLET,SUCCESS,,1
PAY_000079,CUST_00004,3664.72,2025-09-19 20:20:00,CARD,SUCCESS,,1
PAY_000080,CUST_00004,3017.52,2025-10-03 19:26:00,CARD,SUCCESS,,1
PAY_000081,CUST_00005,3847.28,2025-01-08 11:16:00,WALLET,SUCCESS,,1
PAY_000082,CUST_00005,5076.84,2025-01-15 12:42:00,WALLET,SUCCESS,,1
PAY_000083,CUST_00005,5188.81,2025-01-22 10:45:00,WALLET,SUCCESS,,1
PAY_000084,CUST_00005,4848.59,2025-01-29 11:42:00,WALLET,SUCCESS,,1
PAY_000085,CUST_00005,3703.02,2025-02-05 11:57:00,WALLET,SUCCESS,,1
PAY_000086,CUST_00005,4304.04,2025-02-12 10:40:00,CARD,SUCCESS,,1
PAY_000087,CUST_00005,3792.7,2025-02-19 11:16:00,WALLET,SUCCESS,,1
PAY_000088,CUST_00005,4092.14,2025-02-26 11:24:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_000089,CUST_00005,3630.31,2025-03-05 11:28:00,UPI,SUCCESS,,1
PAY_000090,CUST_00005,4371.78,2025-03-12 11:41:00,WALLET,SUCCESS,,1
PAY_000091,CUST_00005,4637.17,2025-03-19 11:39:00,NETBANKING,SUCCESS,,1
PAY_000092,CUST_00005,3632.09,2025-03-26 10:04:00,WALLET,SUCCESS,,1
PAY_000093,CUST_00005,4381.68,2025-04-02 10:57:00,WALLET,SUCCESS,,1
PAY_000094,CUST_00005,4193.59,2025-04-09 10:42:00,WALLET,SUCCESS,,1
PAY_000095,CUST_00005,3515.07,2025-04-16 11:36:00,WALLET,SUCCESS,,1
PAY_000096,CUST_00005,4217.15,2025-04-23 11:27:00,WALLET,SUCCESS,,1
PAY_000097,CUST_00005,3904.77,2025-04-30 10:34:00,WALLET,SUCCESS,,1
PAY_000098,CUST_00005,4503.67,2025-05-07 11:07:00,CARD,SUCCESS,,1
PAY_000099,CUST_00005,3605.4,2025-05-14 11:25:00,NETBANKING,SUCCESS,,1
PAY_000100,CUST_00005,5194.3,2025-05-21 12:54:00,WALLET,SUCCESS,,1
PAY_000101,CUST_00006,4903.47,2025-01-16 13:11:00,WALLET,SUCCESS,,1
PAY_000102,CUST_00006,4044.07,2025-01-30 13:57:00,UPI,SUCCESS,,1
PAY_000103,CUST_00006,4202.81,2025-02-13 13:47:00,UPI,SUCCESS,,1
PAY_000104,CUST_00006,4778.23,2025-02-27 14:15:00,UPI,SUCCESS,,1
PAY_000105,CUST_00006,4864.05,2025-03-13 13:31:00,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1
PAY_000106,CUST_00006,3946.72,2025-03-27 12:21:00,CARD,SUCCESS,,1
PAY_000107,CUST_00006,5094.22,2025-04-10 13:51:00,UPI,FAILED,BANK_ERROR,1
PAY_000108,CUST_00006,5614.36,2025-04-24 14:14:00,UPI,SUCCESS,,1
PAY_000109,CUST_00006,5580.5,2025-05-08 12:30:00,UPI,SUCCESS,,1
PAY_000110,CUST_00006,4169.76,2025-05-22 13:00:00,UPI,SUCCESS,,1
PAY_000111,CUST_00006,5012.4,2025-06-05 12:29:00,CARD,SUCCESS,,1
PAY_000112,CUST_00006,4793.42,2025-06-19 12:07:00,CARD,SUCCESS,,1
PAY_000113,CUST_00006,4486.67,2025-07-03 13:27:00,WALLET,SUCCESS,,1
PAY_000114,CUST_00006,5712.33,2025-07-17 13:07:00,UPI,SUCCESS,,1
PAY_000115,CUST_00006,3926.63,2025-07-31 13:48:00,UPI,SUCCESS,,1
PAY_000116,CUST_00006,5293.28,2025-08-14 13:09:00,UPI,SUCCESS,,1
PAY_000117,CUST_00006,4306.81,2025-08-28 13:28:00,UPI,SUCCESS,,1
PAY_000118,CUST_00006,5331.89,2025-09-11 14:24:00,UPI,SUCCESS,,1
PAY_000119,CUST_00006,4183.51,2025-09-25 12:00:00,UPI,SUCCESS,,1
PAY_000120,CUST_00006,5170.34,2025-10-09 13:26:00,NETBANKING,SUCCESS,,1
PAY_000121,CUST_00007,4198.27,2025-01-25 15:33:00,NETBANKING,SUCCESS,,1
PAY_000122,CUST_00007,4655.34,2025-02-24 16:11:00,NETBANKING,SUCCESS,,1
PAY_000123,CUST_00007,3434.41,2025-03-26 15:26:00,NETBANKING,SUCCESS,,1
PAY_000124,CUST_00007,4046.62,2025-04-28 14:39:00,WALLET,SUCCESS,,1
PAY_000125,CUST_00007,3517.5,2025-05-27 15:17:00,NETBANKING,SUCCESS,,1
PAY_000126,CUST_00007,3700.29,2025-06-27 15:11:00,UPI,SUCCESS,,1
PAY_000127,CUST_00007,3857.27,2025-07-26 15:27:00,NETBANKING,FAILED,UNKNOWN,1
PAY_000128,CUST_00007,3516.45,2025-08-24 14:47:00,NETBANKING,SUCCESS,,1
PAY_000129,CUST_00007,3625.43,2025-09-24 15:32:00,WALLET,SUCCESS,,1
PAY_000130,CUST_00007,3767.09,2025-10-28 15:26:00,NETBANKING,SUCCESS,,1
PAY_000131,CUST_00007,3594.59,2025-11-24 15:14:00,NETBANKING,FAILED,UNKNOWN,1
PAY_000132,CUST_00007,4429.01,2025-12-25 14:30:00,NETBANKING,SUCCESS,,1
PAY_000133,CUST_00007,3731.65,2026-01-25 16:29:00,NETBANKING,SUCCESS,,1
PAY_000134,CUST_00007,3773.02,2026-02-25 15:17:00,NETBANKING,SUCCESS,,1
PAY_000135,CUST_00007,3616.94,2026-03-24 15:08:00,NETBANKING,SUCCESS,,1
PAY_000136,CUST_00007,3932.27,2026-04-26 15:56:00,NETBANKING,SUCCESS,,1
PAY_000137,CUST_00007,5088.7,2026-05-28 15:36:00,UPI,SUCCESS,,1
PAY_000138,CUST_00007,5132.44,2026-06-28 15:55:00,NETBANKING,SUCCESS,,1
PAY_000139,CUST_00007,4160.05,2026-07-26 14:46:00,UPI,SUCCESS,,1
PAY_000140,CUST_00007,5015.62,2026-08-28 15:57:00,WALLET,FAILED,UNKNOWN,1
PAY_000141,CUST_00008,3083.66,2025-01-08 16:30:00,UPI,SUCCESS,,1
PAY_000142,CUST_00008,3169.66,2025-01-22 17:30:00,UPI,SUCCESS,,1
PAY_000143,CUST_00008,2349.95,2025-02-05 17:15:00,WALLET,SUCCESS,,1
PAY_000144,CUST_00008,2660.54,2025-02-19 17:08:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_000145,CUST_00008,2600.1,2025-03-05 17:42:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_000146,CUST_00008,3126.93,2025-03-19 17:29:00,NETBANKING,SUCCESS,,1
PAY_000147,CUST_00008,2779.99,2025-04-02 17:40:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_000148,CUST_00008,3035.46,2025-04-16 17:57:00,UPI,SUCCESS,,1
PAY_000149,CUST_00008,3323.51,2025-04-30 17:44:00,UPI,SUCCESS,,1
PAY_000150,CUST_00008,3249.91,2025-05-14 16:39:00,UPI,SUCCESS,,1
PAY_000151,CUST_00008,2314.38,2025-05-28 17:56:00,UPI,SUCCESS,,1
PAY_000152,CUST_00008,2669.59,2025-06-11 16:23:00,UPI,SUCCESS,,1
PAY_000153,CUST_00008,3128.89,2025-06-25 18:45:00,UPI,SUCCESS,,1
PAY_000154,CUST_00008,2988.4,2025-07-09 18:07:00,UPI,SUCCESS,,1
PAY_000155,CUST_00008,3096.68,2025-07-23 17:48:00,UPI,SUCCESS,,1
PAY_000156,CUST_00008,3023.59,2025-08-06 17:32:00,UPI,SUCCESS,,1
PAY_000157,CUST_00008,2804.73,2025-08-20 17:28:00,UPI,SUCCESS,,1
PAY_000158,CUST_00008,3187.33,2025-09-03 18:43:00,NETBANKING,SUCCESS,,1
PAY_000159,CUST_00008,3262.38,2025-09-17 16:12:00,UPI,SUCCESS,,1
PAY_000160,CUST_00008,3337.23,2025-10-01 17:18:00,UPI,SUCCESS,,1
PAY_000161,CUST_00009,3837.88,2025-01-06 18:31:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_000162,CUST_00009,5299.65,2025-01-20 18:26:00,CARD,SUCCESS,,1
PAY_000163,CUST_00009,4361.43,2025-02-03 18:26:00,CARD,SUCCESS,,1
PAY_000164,CUST_00009,5125.14,2025-02-17 17:01:00,CARD,FAILED,MANDATE_FAILURE,1
PAY_000165,CUST_00009,4181.06,2025-03-03 18:37:00,CARD,SUCCESS,,1
PAY_000166,CUST_00009,4812.95,2025-03-17 19:42:00,NETBANKING,SUCCESS,,1
PAY_000167,CUST_00009,5172.41,2025-03-31 19:08:00,CARD,SUCCESS,,1
PAY_000168,CUST_00009,4233.01,2025-04-14 18:30:00,CARD,SUCCESS,,1
PAY_000169,CUST_00009,4076.82,2025-04-28 18:22:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_000170,CUST_00009,5067.21,2025-05-12 18:11:00,CARD,SUCCESS,,1
PAY_000171,CUST_00009,3993.87,2025-05-26 18:10:00,CARD,SUCCESS,,1
PAY_000172,CUST_00009,4034.03,2025-06-09 18:28:00,CARD,SUCCESS,,1
PAY_000173,CUST_00009,4134.93,2025-06-23 17:42:00,CARD,SUCCESS,,1
PAY_000174,CUST_00009,4521.66,2025-07-07 19:10:00,CARD,SUCCESS,,1
PAY_000175,CUST_00009,3828.76,2025-07-21 18:49:00,CARD,SUCCESS,,1
PAY_000176,CUST_00009,4543.97,2025-08-04 17:47:00,CARD,SUCCESS,,1
PAY_000177,CUST_00009,5168.3,2025-08-18 18:30:00,WALLET,SUCCESS,,1
PAY_000178,CUST_00009,5187.76,2025-09-01 19:46:00,CARD,SUCCESS,,1
PAY_000179,CUST_00009,3640.83,2025-09-15 18:57:00,CARD,SUCCESS,,1
PAY_000180,CUST_00009,4671.36,2025-09-29 17:25:00,CARD,SUCCESS,,1
PAY_000181,CUST_00010,1448.62,2025-01-14 13:38:00,UPI,SUCCESS,,1
PAY_000182,CUST_00010,1109.26,2025-01-28 14:12:00,UPI,SUCCESS,,1
PAY_000183,CUST_00010,1313.22,2025-02-11 13:32:00,UPI,SUCCESS,,1
PAY_000184,CUST_00010,1595.13,2025-02-25 15:03:00,UPI,SUCCESS,,1
PAY_000185,CUST_00010,1308.66,2025-03-11 14:23:00,UPI,SUCCESS,,1
PAY_000186,CUST_00010,1576.41,2025-03-25 14:28:00,UPI,SUCCESS,,1
PAY_000187,CUST_00010,1641.28,2025-04-08 14:47:00,NETBANKING,SUCCESS,,1
PAY_000188,CUST_00010,1588.54,2025-04-22 14:46:00,UPI,SUCCESS,,1
PAY_000189,CUST_00010,1210.85,2025-05-06 13:09:00,UPI,FAILED,MANDATE_FAILURE,1
PAY_000190,CUST_00010,1623.46,2025-05-20 13:59:00,CARD,SUCCESS,,1
PAY_000191,CUST_00010,1192.82,2025-06-03 14:26:00,UPI,SUCCESS,,1
PAY_000192,CUST_00010,1198.91,2025-06-17 14:12:00,UPI,SUCCESS,,1
PAY_000193,CUST_00010,1550.05,2025-07-01 13:52:00,NETBANKING,SUCCESS,,1
PAY_000194,CUST_00010,1111.62,2025-07-15 14:14:00,UPI,SUCCESS,,1
PAY_000195,CUST_00010,1455.48,2025-07-29 14:07:00,NETBANKING,SUCCESS,,1
PAY_000196,CUST_00010,1162.36,2025-08-12 14:01:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_000197,CUST_00010,1295.3,2025-08-26 15:47:00,UPI,SUCCESS,,1
PAY_000198,CUST_00010,1473.08,2025-09-09 14:40:00,CARD,SUCCESS,,1
PAY_000199,CUST_00010,1560.49,2025-09-23 15:01:00,UPI,SUCCESS,,1
PAY_000200,CUST_00010,1578.61,2025-10-07 14:29:00,UPI,SUCCESS,,1
PAY_000201,CUST_00011,1871.3,2025-01-06 11:40:00,NETBANKING,SUCCESS,,1
PAY_000202,CUST_00011,1409.73,2025-02-07 10:32:00,NETBANKING,SUCCESS,,1
PAY_000203,CUST_00011,1492.49,2025-03-07 11:34:00,NETBANKING,SUCCESS,,1
PAY_000204,CUST_00011,1733.69,2025-04-06 11:43:00,NETBANKING,SUCCESS,,1
PAY_000205,CUST_00011,1373.19,2025-05-06 11:00:00,NETBANKING,SUCCESS,,1
PAY_000206,CUST_00011,1870.45,2025-06-06 11:58:00,NETBANKING,SUCCESS,,1
PAY_000207,CUST_00011,1861.63,2025-07-05 11:50:00,NETBANKING,SUCCESS,,1
PAY_000208,CUST_00011,1639.32,2025-08-07 12:45:00,UPI,SUCCESS,,1
PAY_000209,CUST_00011,1369.51,2025-09-05 10:52:00,NETBANKING,SUCCESS,,1
PAY_000210,CUST_00011,1810.21,2025-10-07 11:08:00,WALLET,SUCCESS,,1
PAY_000211,CUST_00011,1480.97,2025-11-06 11:45:00,NETBANKING,SUCCESS,,1
PAY_000212,CUST_00011,1430.78,2025-12-05 11:44:00,NETBANKING,SUCCESS,,1
PAY_000213,CUST_00011,1775.5,2026-01-05 11:44:00,NETBANKING,SUCCESS,,1
PAY_000214,CUST_00011,1411.36,2026-02-06 11:02:00,NETBANKING,SUCCESS,,1
PAY_000215,CUST_00011,1361.6,2026-03-07 10:30:00,NETBANKING,SUCCESS,,1
PAY_000216,CUST_00011,1347.2,2026-04-07 10:48:00,NETBANKING,SUCCESS,,1
PAY_000217,CUST_00011,1716.11,2026-05-07 11:11:00,NETBANKING,SUCCESS,,1
PAY_000218,CUST_00011,1508.7,2026-06-07 11:37:00,NETBANKING,SUCCESS,,1
PAY_000219,CUST_00011,1609.63,2026-07-07 12:15:00,NETBANKING,SUCCESS,,1
PAY_000220,CUST_00011,1745.16,2026-08-05 12:13:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_000221,CUST_00012,3736.51,2025-01-20 17:54:00,UPI,SUCCESS,,1
PAY_000222,CUST_00012,3911.74,2025-02-20 15:11:00,NETBANKING,SUCCESS,,1
PAY_000223,CUST_00012,3810.55,2025-03-20 16:07:00,UPI,SUCCESS,,1
PAY_000224,CUST_00012,3258.36,2025-04-20 16:48:00,UPI,SUCCESS,,1
PAY_000225,CUST_00012,2919.54,2025-05-20 16:31:00,UPI,SUCCESS,,1
PAY_000226,CUST_00012,3524.22,2025-06-20 16:14:00,UPI,FAILED,BANK_ERROR,1
PAY_000227,CUST_00012,3266.9,2025-07-20 16:43:00,UPI,SUCCESS,,1
PAY_000228,CUST_00012,3481.09,2025-08-20 16:28:00,UPI,SUCCESS,,1
PAY_000229,CUST_00012,3574.78,2025-09-20 16:44:00,UPI,FAILED,BANK_ERROR,1
PAY_000230,CUST_00012,3227.14,2025-10-20 16:12:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_000231,CUST_00012,3448.59,2025-11-20 16:46:00,WALLET,SUCCESS,,1
PAY_000232,CUST_00012,3679.82,2025-12-20 16:30:00,NETBANKING,SUCCESS,,1
PAY_000233,CUST_00012,2928.47,2026-01-20 16:06:00,UPI,SUCCESS,,1
PAY_000234,CUST_00012,3777.96,2026-02-20 15:06:00,NETBANKING,SUCCESS,,1
PAY_000235,CUST_00012,3697.11,2026-03-20 16:38:00,UPI,SUCCESS,,1
PAY_000236,CUST_00012,3797.02,2026-04-20 15:42:00,NETBANKING,SUCCESS,,1
PAY_000237,CUST_00012,3120.94,2026-05-20 16:32:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_000238,CUST_00012,4022.41,2026-06-20 16:56:00,UPI,SUCCESS,,1
PAY_000239,CUST_00012,2809.51,2026-07-20 16:29:00,UPI,SUCCESS,,1
PAY_000240,CUST_00012,3354.16,2026-08-20 16:31:00,UPI,SUCCESS,,1
PAY_000241,CUST_00013,3712.82,2025-01-08 20:43:00,WALLET,SUCCESS,,1
PAY_000242,CUST_00013,3819.71,2025-01-15 19:30:00,WALLET,SUCCESS,,1
PAY_000243,CUST_00013,3862.63,2025-01-22 19:31:00,WALLET,SUCCESS,,1
PAY_000244,CUST_00013,3073.09,2025-01-29 19:20:00,WALLET,SUCCESS,,1
PAY_000245,CUST_00013,4188.37,2025-02-05 19:22:00,WALLET,SUCCESS,,1
PAY_000246,CUST_00013,3126.65,2025-02-12 19:24:00,WALLET,SUCCESS,,1
PAY_000247,CUST_00013,3967.27,2025-02-19 19:03:00,WALLET,SUCCESS,,1
PAY_000248,CUST_00013,4338.69,2025-02-26 20:05:00,WALLET,SUCCESS,,1
PAY_000249,CUST_00013,3010.91,2025-03-05 19:10:00,WALLET,SUCCESS,,1
PAY_000250,CUST_00013,3748.9,2025-03-12 19:36:00,WALLET,SUCCESS,,1
PAY_000251,CUST_00013,3014.67,2025-03-19 19:37:00,WALLET,SUCCESS,,1
PAY_000252,CUST_00013,3127.21,2025-03-26 19:36:00,WALLET,SUCCESS,,1
PAY_000253,CUST_00013,3722.03,2025-04-02 19:21:00,NETBANKING,SUCCESS,,1
PAY_000254,CUST_00013,3523.16,2025-04-09 20:19:00,WALLET,SUCCESS,,1
PAY_000255,CUST_00013,4249.16,2025-04-16 18:53:00,WALLET,SUCCESS,,1
PAY_000256,CUST_00013,3580.85,2025-04-23 19:36:00,WALLET,SUCCESS,,1
PAY_000257,CUST_00013,4240.0,2025-04-30 18:45:00,WALLET,SUCCESS,,1
PAY_000258,CUST_00013,4175.9,2025-05-07 18:36:00,WALLET,SUCCESS,,1
PAY_000259,CUST_00013,4209.52,2025-05-14 18:41:00,WALLET,SUCCESS,,1
PAY_000260,CUST_00013,3279.79,2025-05-21 20:20:00,WALLET,SUCCESS,,1
PAY_000261,CUST_00014,3154.96,2025-01-27 10:40:00,WALLET,SUCCESS,,1
PAY_000262,CUST_00014,3078.63,2025-02-27 11:59:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_000263,CUST_00014,2506.55,2025-03-27 11:29:00,NETBANKING,SUCCESS,,1
PAY_000264,CUST_00014,2706.02,2025-04-27 11:26:00,UPI,SUCCESS,,1
PAY_000265,CUST_00014,2669.13,2025-05-27 11:52:00,NETBANKING,SUCCESS,,1
PAY_000266,CUST_00014,2466.66,2025-06-27 11:15:00,NETBANKING,SUCCESS,,1
PAY_000267,CUST_00014,2987.48,2025-07-27 11:31:00,NETBANKING,SUCCESS,,1
PAY_000268,CUST_00014,2652.4,2025-08-27 11:10:00,NETBANKING,SUCCESS,,1
PAY_000269,CUST_00014,3086.06,2025-09-27 12:11:00,NETBANKING,SUCCESS,,1
PAY_000270,CUST_00014,3380.41,2025-10-27 10:55:00,NETBANKING,SUCCESS,,1
PAY_000271,CUST_00014,2758.28,2025-11-27 11:57:00,NETBANKING,SUCCESS,,1
PAY_000272,CUST_00014,3000.49,2025-12-27 11:07:00,NETBANKING,SUCCESS,,1
PAY_000273,CUST_00014,2439.45,2026-01-27 11:56:00,NETBANKING,SUCCESS,,1
PAY_000274,CUST_00014,3016.07,2026-02-27 11:53:00,NETBANKING,SUCCESS,,1
PAY_000275,CUST_00014,2502.51,2026-03-27 11:13:00,NETBANKING,FAILED,UNKNOWN,1
PAY_000276,CUST_00014,3022.09,2026-04-27 11:55:00,NETBANKING,SUCCESS,,1
PAY_000277,CUST_00014,2828.71,2026-05-27 11:34:00,NETBANKING,FAILED,BANK_ERROR,1
PAY_000278,CUST_00014,2763.3,2026-06-27 11:45:00,NETBANKING,SUCCESS,,1
PAY_000279,CUST_00014,3404.86,2026-07-27 10:44:00,NETBANKING,SUCCESS,,1
PAY_000280,CUST_00014,3452.74,2026-08-27 11:40:00,NETBANKING,SUCCESS,,1
PAY_000281,CUST_00015,3723.55,2025-01-06 18:55:00,WALLET,SUCCESS,,1
PAY_000282,CUST_00015,4958.32,2025-01-20 17:59:00,WALLET,SUCCESS,,1
PAY_000283,CUST_00015,3680.27,2025-02-03 17:19:00,CARD,SUCCESS,,1
PAY_000284,CUST_00015,3386.39,2025-02-17 17:50:00,CARD,SUCCESS,,1
PAY_000285,CUST_00015,4730.5,2025-03-03 17:59:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_000286,CUST_00015,3764.49,2025-03-17 17:44:00,WALLET,SUCCESS,,1
PAY_000287,CUST_00015,3874.04,2025-03-31 18:47:00,WALLET,SUCCESS,,1
PAY_000288,CUST_00015,4068.24,2025-04-14 17:40:00,WALLET,SUCCESS,,1
PAY_000289,CUST_00015,3838.71,2025-04-28 17:40:00,WALLET,SUCCESS,,1
PAY_000290,CUST_00015,4518.05,2025-05-12 17:33:00,NETBANKING,SUCCESS,,1
PAY_000291,CUST_00015,4013.15,2025-05-26 18:43:00,CARD,SUCCESS,,1
