payment_id,customer_id,amount,failure_reason,payment_method,payment_frequency,preferred_method,typical_payment_hour,attempt_hour,hour_difference,hours_after_failure,attempt_number,action,recovered
PAY_015993,CUST_00800,3567.75,INSUFFICIENT_FUNDS,WALLET,biweekly,WALLET,16,16,0,48,2,NUDGE,1
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,11,1,1,1,SMART_RETRY,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,16,6,6,1,SMART_RETRY,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,22,12,12,1,SMART_RETRY,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,10,0,24,1,SMART_RETRY,1
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,10,0,48,1,SMART_RETRY,1
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,11,1,1,1,PAYMENT_LINK,1
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,16,6,6,1,PAYMENT_LINK,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,22,12,12,1,PAYMENT_LINK,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,10,0,24,1,PAYMENT_LINK,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,10,0,48,1,PAYMENT_LINK,1
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,11,1,1,1,NUDGE,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,16,6,6,1,NUDGE,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,22,12,12,1,NUDGE,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,10,0,24,1,NUDGE,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,10,0,48,1,NUDGE,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,11,1,1,2,SMART_RETRY,1
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,16,6,6,2,SMART_RETRY,1
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,22,12,12,2,SMART_RETRY,1
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,10,0,24,2,SMART_RETRY,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,10,0,48,2,SMART_RETRY,1
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,11,1,1,2,PAYMENT_LINK,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,16,6,6,2,PAYMENT_LINK,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,22,12,12,2,PAYMENT_LINK,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,10,0,24,2,PAYMENT_LINK,1
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,10,0,48,2,PAYMENT_LINK,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,11,1,1,2,NUDGE,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,16,6,6,2,NUDGE,1
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,22,12,12,2,NUDGE,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,10,0,24,2,NUDGE,0
PAY_019492,CUST_00975,4382.19,BANK_ERROR,CARD,biweekly,CARD,10,10,0,48,2,NUDGE,1
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,11,0,1,1,SMART_RETRY,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,16,5,6,1,SMART_RETRY,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,22,11,12,1,SMART_RETRY,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,10,1,24,1,SMART_RETRY,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,10,1,48,1,SMART_RETRY,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,11,0,1,1,PAYMENT_LINK,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,16,5,6,1,PAYMENT_LINK,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,22,11,12,1,PAYMENT_LINK,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,10,1,24,1,PAYMENT_LINK,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,10,1,48,1,PAYMENT_LINK,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,11,0,1,1,NUDGE,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,16,5,6,1,NUDGE,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,22,11,12,1,NUDGE,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,10,1,24,1,NUDGE,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,10,1,48,1,NUDGE,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,11,0,1,2,SMART_RETRY,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,16,5,6,2,SMART_RETRY,1
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,22,11,12,2,SMART_RETRY,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,10,1,24,2,SMART_RETRY,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,10,1,48,2,SMART_RETRY,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,11,0,1,2,PAYMENT_LINK,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,16,5,6,2,PAYMENT_LINK,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,22,11,12,2,PAYMENT_LINK,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,10,1,24,2,PAYMENT_LINK,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,10,1,48,2,PAYMENT_LINK,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,11,0,1,2,NUDGE,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,16,5,6,2,NUDGE,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,22,11,12,2,NUDGE,0
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,10,1,24,2,NUDGE,1
PAY_002334,CUST_00117,1664.74,UNKNOWN,NETBANKING,monthly,NETBANKING,11,10,1,48,2,NUDGE,0
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,14,1,1,1,SMART_RETRY,0
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,19,6,6,1,SMART_RETRY,1
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,1,12,12,1,SMART_RETRY,1
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,13,0,24,1,SMART_RETRY,0
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,13,0,48,1,SMART_RETRY,0
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,14,1,1,1,PAYMENT_LINK,0
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,19,6,6,1,PAYMENT_LINK,0
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,1,12,12,1,PAYMENT_LINK,0
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,13,0,24,1,PAYMENT_LINK,1
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,13,0,48,1,PAYMENT_LINK,1
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,14,1,1,1,NUDGE,1
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,19,6,6,1,NUDGE,0
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,1,12,12,1,NUDGE,1
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,13,0,24,1,NUDGE,1
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,13,0,48,1,NUDGE,0
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,14,1,1,2,SMART_RETRY,0
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,19,6,6,2,SMART_RETRY,1
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,1,12,12,2,SMART_RETRY,0
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,13,0,24,2,SMART_RETRY,1
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,13,0,48,2,SMART_RETRY,1
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,14,1,1,2,PAYMENT_LINK,1
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,19,6,6,2,PAYMENT_LINK,0
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,1,12,12,2,PAYMENT_LINK,0
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,13,0,24,2,PAYMENT_LINK,0
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,13,0,48,2,PAYMENT_LINK,0
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,14,1,1,2,NUDGE,1
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,19,6,6,2,NUDGE,0
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,1,12,12,2,NUDGE,0
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,13,0,24,2,NUDGE,1
PAY_018291,CUST_00915,2665.17,INSUFFICIENT_FUNDS,CARD,monthly,CARD,13,13,0,48,2,NUDGE,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,16,1,1,1,SMART_RETRY,1
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,21,6,6,1,SMART_RETRY,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,3,12,12,1,SMART_RETRY,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,15,0,24,1,SMART_RETRY,1
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,15,0,48,1,SMART_RETRY,1
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,16,1,1,1,PAYMENT_LINK,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,21,6,6,1,PAYMENT_LINK,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,3,12,12,1,PAYMENT_LINK,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,15,0,24,1,PAYMENT_LINK,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,15,0,48,1,PAYMENT_LINK,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,16,1,1,1,NUDGE,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,21,6,6,1,NUDGE,1
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,3,12,12,1,NUDGE,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,15,0,24,1,NUDGE,1
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,15,0,48,1,NUDGE,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,16,1,1,2,SMART_RETRY,1
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,21,6,6,2,SMART_RETRY,1
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,3,12,12,2,SMART_RETRY,1
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,15,0,24,2,SMART_RETRY,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,15,0,48,2,SMART_RETRY,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,16,1,1,2,PAYMENT_LINK,1
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,21,6,6,2,PAYMENT_LINK,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,3,12,12,2,PAYMENT_LINK,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,15,0,24,2,PAYMENT_LINK,1
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,15,0,48,2,PAYMENT_LINK,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,16,1,1,2,NUDGE,1
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,21,6,6,2,NUDGE,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,3,12,12,2,NUDGE,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,15,0,24,2,NUDGE,0
PAY_005804,CUST_00291,4854.73,BANK_ERROR,WALLET,monthly,WALLET,15,15,0,48,2,NUDGE,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,13,1,1,1,SMART_RETRY,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,18,6,6,1,SMART_RETRY,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,0,12,12,1,SMART_RETRY,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,12,0,24,1,SMART_RETRY,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,12,0,48,1,SMART_RETRY,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,13,1,1,1,PAYMENT_LINK,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,18,6,6,1,PAYMENT_LINK,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,0,12,12,1,PAYMENT_LINK,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,12,0,24,1,PAYMENT_LINK,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,12,0,48,1,PAYMENT_LINK,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,13,1,1,1,NUDGE,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,18,6,6,1,NUDGE,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,0,12,12,1,NUDGE,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,12,0,24,1,NUDGE,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,12,0,48,1,NUDGE,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,13,1,1,2,SMART_RETRY,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,18,6,6,2,SMART_RETRY,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,0,12,12,2,SMART_RETRY,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,12,0,24,2,SMART_RETRY,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,12,0,48,2,SMART_RETRY,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,13,1,1,2,PAYMENT_LINK,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,18,6,6,2,PAYMENT_LINK,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,0,12,12,2,PAYMENT_LINK,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,12,0,24,2,PAYMENT_LINK,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,12,0,48,2,PAYMENT_LINK,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,13,1,1,2,NUDGE,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,18,6,6,2,NUDGE,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,0,12,12,2,NUDGE,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,12,0,24,2,NUDGE,0
PAY_016818,CUST_00841,3305.57,UNKNOWN,UPI,biweekly,UPI,12,12,0,48,2,NUDGE,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,10,2,1,1,SMART_RETRY,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,15,7,6,1,SMART_RETRY,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,21,13,12,1,SMART_RETRY,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,9,1,24,1,SMART_RETRY,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,9,1,48,1,SMART_RETRY,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,10,2,1,1,PAYMENT_LINK,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,15,7,6,1,PAYMENT_LINK,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,21,13,12,1,PAYMENT_LINK,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,9,1,24,1,PAYMENT_LINK,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,9,1,48,1,PAYMENT_LINK,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,10,2,1,1,NUDGE,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,15,7,6,1,NUDGE,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,21,13,12,1,NUDGE,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,9,1,24,1,NUDGE,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,9,1,48,1,NUDGE,1
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,10,2,1,2,SMART_RETRY,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,15,7,6,2,SMART_RETRY,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,21,13,12,2,SMART_RETRY,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,9,1,24,2,SMART_RETRY,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,9,1,48,2,SMART_RETRY,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,10,2,1,2,PAYMENT_LINK,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,15,7,6,2,PAYMENT_LINK,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,21,13,12,2,PAYMENT_LINK,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,9,1,24,2,PAYMENT_LINK,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,9,1,48,2,PAYMENT_LINK,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,10,2,1,2,NUDGE,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,15,7,6,2,NUDGE,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,21,13,12,2,NUDGE,1
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,9,1,24,2,NUDGE,0
PAY_004684,CUST_00235,3072.3,UNKNOWN,NETBANKING,monthly,NETBANKING,8,9,1,48,2,NUDGE,0
PAY_000708,CUST_00036,5094.44,BANK_ERROR,WALLET,monthly,WALLET,20,21,1,1,1,SMART_RETRY,1
PAY_000708,CUST_00036,5094.44,BANK_ERROR,WALLET,monthly,WALLET,20,2,18,6,1,SMART_RETRY,0
PAY_000708,CUST_00036,5094.44,BANK_ERROR,WALLET,monthly,WALLET,20,8,12,12,1,SMART_RETRY,0
