payment_id,customer_id,amount,timestamp,payment_method,status,failure_reason,attempt_number
PAY_011551,CUST_00578,1265.07,2025-05-26 19:25:00,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1
PAY_003119,CUST_00156,4147.88,2025-09-26 13:44:00,CARD,FAILED,UNKNOWN,1
PAY_000229,CUST_00012,3574.78,2025-09-20 16:44:00,UPI,FAILED,BANK_ERROR,1
PAY_004225,CUST_00212,1011.96,2025-05-15 12:48:00,NETBANKING,FAILED,UNKNOWN,1
PAY_006773,CUST_00339,500.38,2025-04-02 15:53:00,UPI,FAILED,MANDATE_FAILURE,1
PAY_010883,CUST_00545,634.41,2025-02-04 16:49:00,UPI,FAILED,MANDATE_FAILURE,1
PAY_013503,CUST_00676,2658.82,2025-02-01 12:55:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_010511,CUST_00526,1510.29,2025-03-26 19:15:00,WALLET,FAILED,UNKNOWN,1
PAY_005513,CUST_00276,2564.83,2025-04-08 15:27:00,UPI,FAILED,BANK_ERROR,1
PAY_015571,CUST_00779,2255.53,2025-11-23 21:31:00,UPI,FAILED,MANDATE_FAILURE,1
PAY_011309,CUST_00566,3667.7,2025-05-01 10:21:00,WALLET,FAILED,UNKNOWN,1
PAY_012406,CUST_00621,994.51,2025-04-01 19:05:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_002054,CUST_00103,1371.73,2025-04-21 11:11:00,UPI,FAILED,UNKNOWN,1
PAY_018683,CUST_00935,1031.2,2025-03-19 19:49:00,NETBANKING,FAILED,UNKNOWN,1
PAY_019320,CUST_00966,467.99,2025-10-15 13:12:00,UPI,FAILED,BANK_ERROR,1
PAY_001406,CUST_00071,2944.97,2025-04-04 14:31:00,CARD,FAILED,BANK_ERROR,1
PAY_000717,CUST_00036,5094.47,2026-05-07 20:35:00,NETBANKING,FAILED,MANDATE_FAILURE,1
PAY_004220,CUST_00211,3843.43,2025-05-16 10:29:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_005609,CUST_00281,2588.89,2025-03-12 15:17:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_018514,CUST_00926,4480.11,2025-07-10 17:09:00,CARD,FAILED,BANK_ERROR,1
PAY_008540,CUST_00427,1334.21,2026-08-10 18:16:00,CARD,FAILED,MANDATE_FAILURE,1
PAY_006553,CUST_00328,1285.45,2025-03-31 13:36:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_018015,CUST_00901,3931.54,2025-07-28 09:05:00,UPI,FAILED,BANK_ERROR,1
PAY_009249,CUST_00463,2512.6,2025-05-12 12:00:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_014087,CUST_00705,738.96,2025-04-04 11:06:00,UPI,FAILED,BANK_ERROR,1
PAY_007842,CUST_00393,2165.38,2025-01-11 08:35:00,NETBANKING,FAILED,BANK_ERROR,1
PAY_002410,CUST_00121,2559.64,2025-10-14 13:30:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_004758,CUST_00238,5465.71,2025-05-03 08:12:00,WALLET,FAILED,BANK_ERROR,1
PAY_012920,CUST_00646,4177.83,2026-08-23 12:57:00,WALLET,FAILED,UNKNOWN,1
PAY_013949,CUST_00698,3704.65,2025-05-12 21:36:00,CARD,FAILED,BANK_ERROR,1
PAY_017977,CUST_00899,5128.63,2025-05-12 19:26:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_011984,CUST_00600,951.67,2025-02-17 11:44:00,CARD,FAILED,UNKNOWN,1
PAY_017159,CUST_00858,3182.58,2025-09-20 16:02:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_012681,CUST_00635,1356.12,2025-01-12 08:51:00,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1
PAY_008878,CUST_00444,2321.22,2026-06-04 14:32:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_018652,CUST_00933,5309.75,2025-06-07 12:03:00,UPI,FAILED,UNKNOWN,1
PAY_015677,CUST_00784,4083.69,2026-05-25 21:36:00,UPI,FAILED,UNKNOWN,1
PAY_017064,CUST_00854,789.25,2025-02-25 13:33:00,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1
PAY_016994,CUST_00850,2630.5,2025-07-22 10:02:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_007901,CUST_00396,2072.28,2025-01-25 10:43:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_008361,CUST_00419,2278.25,2025-01-20 11:20:00,UPI,FAILED,UNKNOWN,1
PAY_000040,CUST_00002,873.77,2026-08-19 08:36:00,UPI,FAILED,UNKNOWN,1
PAY_014910,CUST_00746,3588.88,2025-03-24 20:51:00,NETBANKING,FAILED,BANK_ERROR,1
PAY_011069,CUST_00554,1484.21,2025-05-04 12:29:00,WALLET,FAILED,UNKNOWN,1
PAY_008306,CUST_00416,1245.86,2025-06-15 17:26:00,CARD,FAILED,MANDATE_FAILURE,1
PAY_015374,CUST_00769,1221.88,2026-02-15 17:25:00,CARD,FAILED,MANDATE_FAILURE,1
PAY_004908,CUST_00246,2361.41,2025-04-30 17:19:00,WALLET,FAILED,UNKNOWN,1
PAY_017966,CUST_00899,5200.92,2025-02-24 19:58:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_011459,CUST_00573,5180.32,2026-07-13 08:12:00,NETBANKING,FAILED,BANK_ERROR,1
PAY_005424,CUST_00272,3540.96,2025-03-10 16:56:00,CARD,FAILED,UNKNOWN,1
PAY_003693,CUST_00185,2141.09,2025-07-01 12:34:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_015078,CUST_00754,710.89,2026-06-27 15:07:00,WALLET,FAILED,BANK_ERROR,1
PAY_008183,CUST_00410,5014.38,2025-02-07 11:08:00,CARD,FAILED,UNKNOWN,1
PAY_010959,CUST_00548,1466.15,2025-09-29 14:14:00,UPI,FAILED,BANK_ERROR,1
PAY_008998,CUST_00450,3788.03,2025-09-17 14:33:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_011159,CUST_00558,2729.01,2025-05-18 12:58:00,UPI,FAILED,UNKNOWN,1
PAY_008494,CUST_00425,2405.23,2025-04-25 21:48:00,CARD,FAILED,BANK_ERROR,1
PAY_013839,CUST_00692,2540.27,2025-05-22 10:03:00,UPI,FAILED,UNKNOWN,1
PAY_008302,CUST_00416,1438.33,2025-02-15 17:33:00,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1
PAY_003612,CUST_00181,4461.01,2025-06-15 10:42:00,CARD,FAILED,UNKNOWN,1
PAY_008624,CUST_00432,1638.22,2025-02-14 08:44:00,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1
PAY_009098,CUST_00455,4476.6,2025-09-09 17:46:00,WALLET,FAILED,UNKNOWN,1
PAY_001989,CUST_00100,5195.66,2025-03-06 11:52:00,CARD,FAILED,UNKNOWN,1
PAY_011731,CUST_00587,4920.31,2025-11-08 22:53:00,NETBANKING,FAILED,UNKNOWN,1
PAY_010035,CUST_00502,4853.89,2026-03-25 18:01:00,UPI,FAILED,UNKNOWN,1
PAY_005566,CUST_00279,557.26,2025-03-28 11:20:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_014652,CUST_00733,2201.91,2025-12-04 15:17:00,UPI,FAILED,MANDATE_FAILURE,1
PAY_014225,CUST_00712,1067.23,2025-02-12 09:14:00,NETBANKING,FAILED,UNKNOWN,1
PAY_000088,CUST_00005,4092.14,2025-02-26 11:24:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_011848,CUST_00593,1742.07,2025-02-23 18:56:00,NETBANKING,FAILED,MANDATE_FAILURE,1
PAY_001362,CUST_00069,1923.94,2025-02-01 15:47:00,NETBANKING,FAILED,MANDATE_FAILURE,1
PAY_007036,CUST_00352,4491.17,2026-04-20 11:35:00,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1
PAY_005390,CUST_00270,4365.0,2025-10-10 12:00:00,UPI,FAILED,MANDATE_FAILURE,1
PAY_015588,CUST_00780,2007.95,2025-02-20 12:54:00,CARD,FAILED,BANK_ERROR,1
PAY_010560,CUST_00528,2308.77,2026-08-09 09:01:00,CARD,FAILED,MANDATE_FAILURE,1
PAY_003405,CUST_00171,4460.63,2025-02-17 13:23:00,WALLET,FAILED,BANK_ERROR,1
PAY_013958,CUST_00698,3739.25,2025-09-15 22:50:00,NETBANKING,FAILED,UNKNOWN,1
PAY_016360,CUST_00818,2586.38,2025-05-22 15:27:00,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1
PAY_011861,CUST_00594,270.24,2025-01-02 15:52:00,WALLET,FAILED,BANK_ERROR,1
PAY_017831,CUST_00892,3976.45,2025-11-11 19:51:00,NETBANKING,FAILED,BANK_ERROR,1
PAY_009514,CUST_00476,3013.34,2026-02-22 14:39:00,NETBANKING,FAILED,MANDATE_FAILURE,1
PAY_011809,CUST_00591,791.45,2025-09-08 10:23:00,UPI,FAILED,MANDATE_FAILURE,1
PAY_016085,CUST_00805,3814.5,2025-02-13 10:19:00,WALLET,FAILED,BANK_ERROR,1
PAY_003168,CUST_00159,351.58,2025-08-28 18:36:00,WALLET,FAILED,BANK_ERROR,1
PAY_001143,CUST_00058,1426.5,2025-03-18 21:19:00,NETBANKING,FAILED,BANK_ERROR,1
PAY_017597,CUST_00880,3459.93,2025-05-15 08:54:00,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1
PAY_015687,CUST_00785,1536.06,2025-02-28 20:34:00,NETBANKING,FAILED,MANDATE_FAILURE,1
PAY_018870,CUST_00944,1181.78,2025-05-10 10:54:00,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1
PAY_007178,CUST_00359,3664.05,2025-05-10 11:53:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_017325,CUST_00867,4137.93,2025-03-03 10:01:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_000832,CUST_00042,630.68,2025-12-03 09:51:00,UPI,FAILED,UNKNOWN,1
PAY_009126,CUST_00457,1896.49,2025-03-30 19:19:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_018095,CUST_00905,3509.53,2026-03-04 15:25:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_010891,CUST_00545,673.29,2025-05-27 17:02:00,UPI,FAILED,BANK_ERROR,1
PAY_013896,CUST_00695,659.34,2025-08-04 19:25:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_009678,CUST_00484,850.11,2025-08-30 14:50:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_007692,CUST_00385,2689.68,2025-06-11 19:53:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_019502,CUST_00976,4336.97,2025-01-22 20:18:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_007657,CUST_00383,1004.79,2025-05-02 20:46:00,WALLET,FAILED,BANK_ERROR,1
PAY_009043,CUST_00453,1037.94,2025-02-12 19:14:00,CARD,FAILED,BANK_ERROR,1
PAY_010870,CUST_00544,4170.34,2025-03-12 14:26:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_005490,CUST_00275,1569.17,2025-05-24 15:13:00,CARD,FAILED,BANK_ERROR,1
PAY_000679,CUST_00034,4300.93,2025-05-19 10:28:00,CARD,FAILED,BANK_ERROR,1
PAY_006202,CUST_00311,4712.39,2025-02-20 12:35:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_006355,CUST_00318,3157.48,2026-03-06 17:20:00,NETBANKING,FAILED,MANDATE_FAILURE,1
PAY_008402,CUST_00421,3182.41,2025-01-25 17:02:00,UPI,FAILED,BANK_ERROR,1
PAY_009614,CUST_00481,1750.37,2025-04-18 18:22:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_012581,CUST_00630,2191.74,2025-01-08 16:26:00,CARD,FAILED,MANDATE_FAILURE,1
PAY_005647,CUST_00283,2887.77,2025-04-14 20:37:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_006191,CUST_00310,3318.99,2025-03-14 15:36:00,NETBANKING,FAILED,MANDATE_FAILURE,1
PAY_012842,CUST_00643,2924.47,2025-02-26 16:16:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_001154,CUST_00058,1244.59,2026-02-16 21:26:00,NETBANKING,FAILED,BANK_ERROR,1
PAY_010471,CUST_00524,3808.97,2025-11-14 10:30:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_003151,CUST_00158,3886.67,2025-06-13 21:59:00,NETBANKING,FAILED,MANDATE_FAILURE,1
PAY_004540,CUST_00227,1215.02,2025-10-10 09:22:00,NETBANKING,FAILED,MANDATE_FAILURE,1
PAY_018927,CUST_00947,2843.13,2025-03-01 21:46:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_006838,CUST_00342,2932.4,2025-09-14 13:00:00,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1
PAY_011262,CUST_00564,3505.03,2025-02-18 22:06:00,UPI,FAILED,MANDATE_FAILURE,1
PAY_009158,CUST_00458,3131.37,2026-06-09 10:07:00,NETBANKING,FAILED,BANK_ERROR,1
PAY_005063,CUST_00254,2665.17,2025-02-15 14:56:00,UPI,FAILED,MANDATE_FAILURE,1
PAY_000743,CUST_00038,2473.36,2025-03-20 09:15:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_011268,CUST_00564,3151.69,2025-08-18 22:34:00,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1
PAY_005034,CUST_00252,747.61,2025-09-02 15:04:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_004606,CUST_00231,3579.09,2025-06-18 08:25:00,WALLET,FAILED,BANK_ERROR,1
PAY_006587,CUST_00330,4042.99,2025-02-14 15:11:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_004439,CUST_00222,890.62,2026-07-04 17:00:00,NETBANKING,FAILED,BANK_ERROR,1
PAY_016727,CUST_00837,3828.33,2025-02-15 14:16:00,WALLET,FAILED,UNKNOWN,1
PAY_018002,CUST_00901,4221.55,2025-01-27 09:29:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_015191,CUST_00760,4091.9,2025-11-09 10:22:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_009768,CUST_00489,3296.71,2025-08-13 20:11:00,CARD,FAILED,MANDATE_FAILURE,1
PAY_002950,CUST_00148,3405.75,2025-03-19 12:13:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_006896,CUST_00345,1203.14,2025-05-09 19:15:00,WALLET,FAILED,BANK_ERROR,1
PAY_005847,CUST_00293,699.01,2025-07-18 09:39:00,CARD,FAILED,MANDATE_FAILURE,1
PAY_009894,CUST_00495,3958.83,2025-07-09 17:44:00,NETBANKING,FAILED,BANK_ERROR,1
PAY_001208,CUST_00061,3671.02,2025-08-03 10:58:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_010043,CUST_00503,3331.66,2025-01-30 15:14:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_008450,CUST_00423,2127.4,2025-03-12 16:46:00,NETBANKING,FAILED,BANK_ERROR,1
PAY_001258,CUST_00063,2069.71,2025-05-17 18:19:00,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1
PAY_003695,CUST_00185,2050.97,2025-07-29 13:30:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_011700,CUST_00585,632.6,2025-10-07 15:31:00,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1
PAY_004229,CUST_00212,984.17,2025-09-14 12:58:00,NETBANKING,FAILED,MANDATE_FAILURE,1
PAY_015039,CUST_00752,1096.98,2026-07-07 21:30:00,NETBANKING,FAILED,UNKNOWN,1
PAY_015718,CUST_00786,2913.77,2025-05-06 21:47:00,CARD,FAILED,UNKNOWN,1
PAY_010168,CUST_00509,1651.11,2025-06-01 12:38:00,CARD,FAILED,UNKNOWN,1
PAY_001097,CUST_00055,3644.46,2026-05-21 12:28:00,UPI,FAILED,UNKNOWN,1
PAY_014852,CUST_00743,1431.34,2025-06-26 14:58:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_004275,CUST_00214,3740.85,2026-03-14 14:17:00,CARD,FAILED,UNKNOWN,1
PAY_018359,CUST_00918,573.93,2025-05-11 15:51:00,NETBANKING,FAILED,MANDATE_FAILURE,1
PAY_018748,CUST_00938,1765.71,2025-04-17 12:21:00,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1
PAY_000348,CUST_00018,1526.74,2025-08-19 12:46:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_015205,CUST_00761,3919.99,2025-03-06 21:25:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_011638,CUST_00582,4122.78,2025-09-07 08:58:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_015004,CUST_00751,935.16,2025-02-07 12:44:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_011975,CUST_00599,1700.78,2026-03-23 19:08:00,WALLET,FAILED,BANK_ERROR,1
PAY_018792,CUST_00940,3769.68,2025-12-07 19:24:00,NETBANKING,FAILED,UNKNOWN,1
PAY_007194,CUST_00360,1527.0,2026-02-21 09:33:00,CARD,FAILED,UNKNOWN,1
PAY_017188,CUST_00860,1543.69,2025-04-30 08:18:00,NETBANKING,FAILED,MANDATE_FAILURE,1
PAY_003770,CUST_00189,836.4,2025-05-09 15:10:00,UPI,FAILED,BANK_ERROR,1
PAY_009186,CUST_00460,2001.65,2025-06-17 20:06:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_000147,CUST_00008,2779.99,2025-04-02 17:40:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_001358,CUST_00068,1544.52,2025-05-17 14:04:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_007624,CUST_00382,1083.0,2025-04-05 16:10:00,WALLET,FAILED,BANK_ERROR,1
PAY_018182,CUST_00910,340.26,2025-01-13 10:15:00,NETBANKING,FAILED,UNKNOWN,1
PAY_017099,CUST_00855,1980.72,2025-05-25 08:20:00,CARD,FAILED,UNKNOWN,1
PAY_002652,CUST_00133,3659.87,2025-06-20 08:45:00,WALLET,FAILED,BANK_ERROR,1
PAY_001548,CUST_00078,3462.07,2025-02-28 12:20:00,NETBANKING,FAILED,BANK_ERROR,1
PAY_006935,CUST_00347,3110.13,2026-03-07 13:22:00,NETBANKING,FAILED,BANK_ERROR,1
PAY_018755,CUST_00938,1733.75,2025-07-24 11:51:00,UPI,FAILED,UNKNOWN,1
PAY_013793,CUST_00690,2888.15,2026-01-03 16:14:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_007247,CUST_00363,1114.19,2025-04-12 21:35:00,NETBANKING,FAILED,UNKNOWN,1
PAY_017085,CUST_00855,2100.88,2025-02-16 07:29:00,WALLET,FAILED,BANK_ERROR,1
PAY_005703,CUST_00286,4545.14,2025-03-25 10:22:00,WALLET,FAILED,UNKNOWN,1
PAY_009456,CUST_00473,4162.34,2025-08-11 10:10:00,WALLET,FAILED,UNKNOWN,1
PAY_005852,CUST_00293,769.49,2025-12-19 10:45:00,CARD,FAILED,UNKNOWN,1
PAY_016318,CUST_00816,752.0,2025-09-14 12:46:00,NETBANKING,FAILED,UNKNOWN,1
PAY_007777,CUST_00389,4548.28,2025-08-16 21:01:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_007537,CUST_00377,3439.84,2026-05-20 17:10:00,UPI,FAILED,UNKNOWN,1
PAY_019726,CUST_00987,620.05,2025-04-03 09:27:00,UPI,FAILED,UNKNOWN,1
PAY_019818,CUST_00991,4333.1,2025-09-07 13:13:00,WALLET,FAILED,UNKNOWN,1
PAY_003127,CUST_00157,1285.3,2025-07-27 21:34:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_003369,CUST_00169,652.58,2025-09-08 13:28:00,UPI,FAILED,BANK_ERROR,1
PAY_019645,CUST_00983,507.69,2025-02-17 09:30:00,NETBANKING,FAILED,BANK_ERROR,1
PAY_003913,CUST_00196,5327.44,2026-01-27 13:35:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_002987,CUST_00150,2087.43,2025-03-02 17:57:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_008288,CUST_00415,882.61,2025-04-15 12:16:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_015086,CUST_00755,3883.38,2025-02-24 09:36:00,NETBANKING,FAILED,BANK_ERROR,1
PAY_000306,CUST_00016,5140.5,2025-03-27 18:30:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_014453,CUST_00723,1224.86,2026-01-28 19:04:00,WALLET,FAILED,UNKNOWN,1
PAY_016488,CUST_00825,1264.62,2025-03-02 09:49:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_008345,CUST_00418,2031.38,2025-02-07 07:23:00,WALLET,FAILED,BANK_ERROR,1
PAY_014810,CUST_00741,4110.15,2025-03-26 09:29:00,WALLET,FAILED,UNKNOWN,1
PAY_018551,CUST_00928,1985.5,2025-11-04 15:16:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_004488,CUST_00225,4607.1,2025-08-03 19:54:00,WALLET,FAILED,BANK_ERROR,1
PAY_007862,CUST_00394,4630.11,2025-01-28 09:07:00,CARD,FAILED,UNKNOWN,1
PAY_010178,CUST_00509,1974.7,2026-01-02 12:39:00,CARD,FAILED,MANDATE_FAILURE,1
PAY_006774,CUST_00339,566.33,2025-04-09 15:05:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_001952,CUST_00098,1241.17,2025-06-13 14:25:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_009588,CUST_00480,3923.8,2025-08-14 17:15:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_003825,CUST_00192,5306.56,2025-02-09 19:27:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_017940,CUST_00897,3019.81,2025-10-03 18:36:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_013810,CUST_00691,563.27,2025-10-17 21:26:00,CARD,FAILED,MANDATE_FAILURE,1
PAY_005969,CUST_00299,2211.19,2025-03-02 13:47:00,NETBANKING,FAILED,MANDATE_FAILURE,1
PAY_014641,CUST_00733,2487.24,2025-01-05 15:33:00,CARD,FAILED,UNKNOWN,1
PAY_002057,CUST_00103,1454.8,2025-05-12 12:50:00,UPI,FAILED,INSUFFICIENT_FUNDS,1
PAY_002875,CUST_00144,397.14,2025-04-19 12:26:00,WALLET,FAILED,MANDATE_FAILURE,1
PAY_015242,CUST_00763,4963.53,2025-01-18 10:03:00,CARD,FAILED,UNKNOWN,1
PAY_016760,CUST_00838,4061.56,2025-06-03 16:51:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_012511,CUST_00626,776.9,2025-05-29 16:30:00,CARD,FAILED,MANDATE_FAILURE,1
PAY_000338,CUST_00017,2250.94,2025-08-30 17:05:00,CARD,FAILED,UNKNOWN,1
PAY_002038,CUST_00102,4186.23,2025-09-05 13:24:00,UPI,FAILED,BANK_ERROR,1
PAY_017622,CUST_00882,5120.34,2025-02-23 12:13:00,WALLET,FAILED,INSUFFICIENT_FUNDS,1
PAY_012480,CUST_00624,4141.28,2025-06-04 16:48:00,CARD,FAILED,UNKNOWN,1
PAY_008295,CUST_00415,879.2,2025-07-22 13:11:00,CARD,FAILED,INSUFFICIENT_FUNDS,1
PAY_017391,CUST_00870,455.87,2025-03-18 16:06:00,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1
